storm,storm_new,time,Hs,Tp,Dm, Water Level, Prediction
2,1,1980-01-05 14:00:00,2.1640625,7.03125,47.859375,0.86,0.35
2,1,1980-01-05 15:00:00,2.2890625,7.1796875,40.234375,0.839,0.313
2,1,1980-01-05 16:00:00,2.3984375,7.2890625,33.3671875,0.668,0.174
2,1,1980-01-05 17:00:00,2.5078125,7.34375,27.515625,0.434,-0.054
2,1,1980-01-05 18:00:00,2.6171875,7.4296875,22.9609375,0.159,-0.324
2,1,1980-01-05 19:00:00,2.7109375,7.609375,20.0625,-0.127,-0.557
2,1,1980-01-05 20:00:00,2.7734375,7.9140625,18.171875,-0.292,-0.682
2,1,1980-01-05 21:00:00,2.8359375,8.1640625,16.9609375,-0.271,-0.693
2,1,1980-01-05 22:00:00,2.90625,8.4453125,16.3515625,-0.133,-0.615
2,1,1980-01-05 23:00:00,2.96875,8.796875,16.2109375,0.034,-0.45
2,1,1980-01-06 00:00:00,3.03125,9.0234375,16.3125,0.211,-0.215
2,1,1980-01-06 01:00:00,3.0625,9.484375,17.6953125,0.394,0.008
2,1,1980-01-06 02:00:00,3.0625,9.7578125,19.8671875,0.516,0.136
2,1,1980-01-06 03:00:00,3.0625,10.046875,22.65625,0.586,0.152
2,1,1980-01-06 04:00:00,3.078125,10.6640625,26.28125,0.562,0.072
2,1,1980-01-06 05:00:00,3.09375,10.9296875,30.296875,0.309,-0.091
2,1,1980-01-06 06:00:00,3.109375,11.1640625,34.0,0.089,-0.306
2,1,1980-01-06 07:00:00,3.1171875,11.421875,36.46875,-0.14,-0.508
2,1,1980-01-06 08:00:00,3.1171875,11.671875,37.9375,-0.216,-0.622
2,1,1980-01-06 09:00:00,3.1015625,11.765625,38.671875,-0.316,-0.621
2,1,1980-01-06 10:00:00,3.078125,11.8203125,38.9921875,-0.286,-0.53
2,1,1980-01-06 11:00:00,3.0390625,11.8203125,38.953125,-0.027,-0.366
2,1,1980-01-06 12:00:00,3.0,11.8125,38.890625,0.153,-0.137
2,1,1980-01-06 13:00:00,2.9453125,11.7734375,38.9765625,0.437,0.101
2,1,1980-01-06 14:00:00,2.890625,11.7421875,39.4609375,0.607,0.258
2,1,1980-01-06 15:00:00,2.84375,11.703125,40.1484375,0.586,0.295
2,1,1980-01-06 16:00:00,2.8046875,11.7109375,41.1640625,0.488,0.222
2,1,1980-01-06 17:00:00,2.765625,11.734375,42.3203125,0.302,0.061
2,1,1980-01-06 18:00:00,2.7421875,11.8046875,43.6875,0.086,-0.165
2,1,1980-01-06 19:00:00,2.703125,11.875,45.3046875,-0.109,-0.405
2,1,1980-01-06 20:00:00,2.6640625,11.953125,47.203125,-0.371,-0.59
2,1,1980-01-06 21:00:00,2.625,12.0,49.0234375,-0.478,-0.67
2,1,1980-01-06 22:00:00,2.578125,12.046875,50.7578125,-0.402,-0.65
2,1,1980-01-06 23:00:00,2.53125,12.0625,52.21875,-0.371,-0.55
2,1,1980-01-07 00:00:00,2.4921875,12.0703125,53.515625,-0.213,-0.374
2,1,1980-01-07 01:00:00,2.4453125,12.0546875,54.46875,-0.06,-0.151
2,1,1980-01-07 02:00:00,2.40625,12.0390625,55.28125,0.226,0.04
2,1,1980-01-07 03:00:00,2.375,12.0078125,55.9140625,0.324,0.133
2,1,1980-01-07 04:00:00,2.34375,12.0,56.5078125,0.269,0.119
2,1,1980-01-07 05:00:00,2.3046875,11.96875,57.0078125,0.165,0.018
2,1,1980-01-07 06:00:00,2.28125,11.9765625,57.5078125,0.001,-0.147
2,1,1980-01-07 07:00:00,2.25,11.96875,57.9140625,-0.298,-0.34
2,1,1980-01-07 08:00:00,2.2109375,12.0078125,58.3359375,-0.426,-0.505
2,1,1980-01-07 09:00:00,2.171875,12.0234375,58.6875,-0.502,-0.585
3,2,1980-01-11 14:00:00,2.1953125,6.8359375,128.7890625,-0.505,-0.451
3,2,1980-01-11 15:00:00,2.2890625,7.1171875,131.546875,-0.356,-0.349
3,2,1980-01-11 16:00:00,2.375,7.3828125,133.4921875,-0.204,-0.208
3,2,1980-01-11 17:00:00,2.453125,7.6953125,134.78125,-0.045,-0.061
3,2,1980-01-11 18:00:00,2.53125,8.0078125,135.5234375,-0.03,0.027
3,2,1980-01-11 19:00:00,2.640625,8.1796875,136.359375,0.007,0.032
3,2,1980-01-11 20:00:00,2.765625,8.4296875,137.2890625,-0.066,-0.028
3,2,1980-01-11 21:00:00,2.8984375,8.7890625,138.125,-0.155,-0.135
3,2,1980-01-11 22:00:00,3.0234375,8.9453125,138.90625,-0.301,-0.284
3,2,1980-01-11 23:00:00,3.140625,9.046875,139.8203125,-0.466,-0.451
3,2,1980-01-12 00:00:00,3.2421875,9.140625,140.953125,-0.645,-0.581
3,2,1980-01-12 01:00:00,3.2890625,9.234375,142.21875,-0.703,-0.621
3,2,1980-01-12 02:00:00,3.296875,9.3046875,143.6953125,-0.673,-0.566
3,2,1980-01-12 03:00:00,3.2890625,9.328125,145.3359375,-0.548,-0.445
3,2,1980-01-12 04:00:00,3.28125,9.3125,147.0625,-0.423,-0.278
3,2,1980-01-12 05:00:00,3.296875,9.3203125,148.65625,-0.21,-0.082
3,2,1980-01-12 06:00:00,3.3203125,9.3671875,150.0,-0.124,0.087
3,2,1980-01-12 07:00:00,3.28125,9.5390625,150.15625,-0.008,0.173
3,2,1980-01-12 08:00:00,3.1796875,9.671875,149.1875,-0.005,0.172
3,2,1980-01-12 09:00:00,3.0625,9.7890625,147.3828125,-0.149,0.101
3,2,1980-01-12 10:00:00,2.9453125,9.875,145.03125,-0.255,-0.033
3,2,1980-01-12 11:00:00,2.8359375,9.9296875,142.4296875,-0.356,-0.212
3,2,1980-01-12 12:00:00,2.71875,9.9609375,139.9609375,-0.542,-0.394
3,2,1980-01-12 13:00:00,2.609375,9.9609375,138.3671875,-0.649,-0.513
3,2,1980-01-12 14:00:00,2.515625,9.9375,136.875,-0.792,-0.533
3,2,1980-01-12 15:00:00,2.4453125,9.9140625,134.7578125,-0.709,-0.473
3,2,1980-01-12 16:00:00,2.40625,9.875,130.4296875,-0.557,-0.365
3,2,1980-01-12 17:00:00,2.421875,9.84375,120.390625,-0.399,-0.221
3,2,1980-01-12 18:00:00,2.46875,9.796875,99.3671875,-0.222,-0.073
3,2,1980-01-12 19:00:00,2.5078125,9.7578125,73.5234375,-0.143,0.018
3,2,1980-01-12 20:00:00,2.5078125,9.7109375,57.6640625,-0.091,0.023
3,2,1980-01-12 21:00:00,2.4921875,9.671875,49.2109375,-0.158,-0.041
3,2,1980-01-12 22:00:00,2.4609375,9.640625,45.2890625,-0.301,-0.158
3,2,1980-01-12 23:00:00,2.4140625,9.6171875,44.234375,-0.481,-0.317
3,2,1980-01-13 00:00:00,2.3671875,9.59375,44.5625,-0.615,-0.489
3,2,1980-01-13 01:00:00,2.34375,9.5625,44.9140625,-0.746,-0.618
3,2,1980-01-13 02:00:00,2.328125,9.484375,45.1171875,-0.868,-0.644
3,2,1980-01-13 03:00:00,2.3046875,9.375,45.53125,-0.755,-0.567
3,2,1980-01-13 04:00:00,2.2890625,9.2734375,45.96875,-0.557,-0.426
3,2,1980-01-13 05:00:00,2.265625,9.1875,46.609375,-0.405,-0.241
3,2,1980-01-13 06:00:00,2.2421875,9.140625,47.2734375,-0.158,-0.028
3,2,1980-01-13 07:00:00,2.21875,9.1015625,48.2265625,0.028,0.152
3,2,1980-01-13 08:00:00,2.1953125,9.0703125,49.359375,0.12,0.239
3,2,1980-01-13 09:00:00,2.171875,6.4609375,50.7890625,0.141,0.226
3,2,1980-01-13 10:00:00,2.1484375,6.3671875,52.3671875,-0.005,0.134
3,2,1980-01-13 11:00:00,2.1328125,6.3125,54.296875,-0.143,-0.025
3,2,1980-01-13 12:00:00,2.1171875,6.2578125,56.4296875,-0.332,-0.233
3,2,1980-01-13 13:00:00,2.1015625,6.234375,58.71875,-0.548,-0.438
3,2,1980-01-13 14:00:00,2.0859375,6.21875,61.0,-0.7,-0.563
3,2,1980-01-13 15:00:00,2.0703125,6.21875,63.4921875,-0.709,-0.576
3,2,1980-01-13 16:00:00,2.0703125,6.234375,66.171875,-0.603,-0.509
3,2,1980-01-13 17:00:00,2.0625,6.25,69.1015625,-0.53,-0.391
3,2,1980-01-13 18:00:00,2.0625,6.28125,72.1875,-0.426,-0.228
3,2,1980-01-13 19:00:00,2.0859375,6.3125,75.28125,-0.216,-0.063
3,2,1980-01-13 20:00:00,2.140625,6.3671875,78.1875,-0.1,0.035
3,2,1980-01-13 21:00:00,2.21875,6.5,80.890625,-0.024,0.035
3,2,1980-01-13 22:00:00,2.3203125,6.7109375,83.4375,-0.115,-0.04
3,2,1980-01-13 23:00:00,2.4375,6.84375,85.921875,-0.255,-0.172
3,2,1980-01-14 00:00:00,2.578125,7.0078125,88.390625,-0.444,-0.35
3,2,1980-01-14 01:00:00,2.6796875,7.9140625,90.6953125,-0.615,-0.54
3,2,1980-01-14 02:00:00,2.7265625,7.9921875,92.7109375,-0.755,-0.668
3,2,1980-01-14 03:00:00,2.7421875,8.1171875,94.4765625,-0.743,-0.676
3,2,1980-01-14 04:00:00,2.7890625,8.2265625,95.8671875,-0.649,-0.579
3,2,1980-01-14 05:00:00,2.890625,8.3046875,97.0859375,-0.499,-0.417
3,2,1980-01-14 06:00:00,3.0234375,8.375,98.2421875,-0.213,-0.202
3,2,1980-01-14 07:00:00,3.1328125,8.515625,99.5234375,0.028,0.042
3,2,1980-01-14 08:00:00,3.1796875,8.734375,100.65625,0.263,0.235
3,2,1980-01-14 09:00:00,3.2265625,8.859375,101.6171875,0.309,0.315
3,2,1980-01-14 10:00:00,3.1953125,8.9609375,102.4140625,0.29,0.284
3,2,1980-01-14 11:00:00,3.109375,9.0546875,103.25,0.19,0.166
3,2,1980-01-14 12:00:00,3.0234375,9.1328125,104.0859375,0.037,-0.029
3,2,1980-01-14 13:00:00,2.953125,9.1953125,104.5078125,-0.109,-0.275
3,2,1980-01-14 14:00:00,2.8984375,9.2578125,104.1953125,-0.332,-0.502
3,2,1980-01-14 15:00:00,2.859375,9.3359375,103.3203125,-0.475,-0.628
3,2,1980-01-14 16:00:00,2.84375,9.515625,102.1875,-0.475,-0.633
3,2,1980-01-14 17:00:00,2.84375,9.6796875,101.03125,-0.45,-0.554
3,2,1980-01-14 18:00:00,2.8359375,9.7890625,100.0234375,-0.313,-0.411
3,2,1980-01-14 19:00:00,2.828125,9.8671875,98.9375,-0.115,-0.213
3,2,1980-01-14 20:00:00,2.8125,9.90625,97.75,0.062,-0.026
3,2,1980-01-14 21:00:00,2.7890625,9.9140625,96.4921875,0.281,0.072
3,2,1980-01-14 22:00:00,2.7578125,9.8984375,95.015625,0.254,0.062
3,2,1980-01-14 23:00:00,2.734375,9.875,93.109375,0.229,-0.028
3,2,1980-01-15 00:00:00,2.703125,9.859375,90.6796875,0.016,-0.185
3,2,1980-01-15 01:00:00,2.671875,9.8515625,87.8671875,-0.167,-0.394
3,2,1980-01-15 02:00:00,2.640625,9.8671875,84.8671875,-0.399,-0.603
3,2,1980-01-15 03:00:00,2.609375,9.875,81.6875,-0.46,-0.726
3,2,1980-01-15 04:00:00,2.5703125,9.859375,78.1796875,-0.527,-0.718
3,2,1980-01-15 05:00:00,2.53125,9.8203125,74.359375,-0.386,-0.6
3,2,1980-01-15 06:00:00,2.484375,9.765625,70.3359375,-0.213,-0.406
3,2,1980-01-15 07:00:00,2.4609375,9.6953125,66.1796875,0.113,-0.147
3,2,1980-01-15 08:00:00,2.4375,9.59375,61.9921875,0.449,0.129
3,2,1980-01-15 09:00:00,2.4375,9.421875,57.921875,0.644,0.326
3,2,1980-01-15 10:00:00,2.453125,9.3046875,54.046875,0.693,0.392
3,2,1980-01-15 11:00:00,2.46875,9.2421875,50.546875,0.65,0.339
3,2,1980-01-15 12:00:00,2.4921875,9.2265625,47.3046875,0.504,0.186
3,2,1980-01-15 13:00:00,2.5234375,9.234375,44.2109375,0.312,-0.055
3,2,1980-01-15 14:00:00,2.5546875,9.265625,41.125,0.028,-0.34
3,2,1980-01-15 15:00:00,2.5859375,9.28125,38.2265625,-0.191,-0.582
3,2,1980-01-15 16:00:00,2.625,9.2890625,35.515625,-0.313,-0.704
3,2,1980-01-15 17:00:00,2.6796875,9.34375,33.2421875,-0.353,-0.697
3,2,1980-01-15 18:00:00,2.7421875,9.578125,31.6015625,-0.304,-0.593
3,2,1980-01-15 19:00:00,2.84375,9.796875,30.828125,-0.17,-0.408
3,2,1980-01-15 20:00:00,2.9765625,10.0078125,30.859375,0.144,-0.172
3,2,1980-01-15 21:00:00,3.140625,10.234375,31.6953125,0.312,0.03
3,2,1980-01-15 22:00:00,3.3203125,10.6015625,32.9453125,0.443,0.122
3,2,1980-01-15 23:00:00,3.5078125,10.8671875,34.40625,0.421,0.1
3,2,1980-01-16 00:00:00,3.703125,11.1171875,35.953125,0.348,-0.014
3,2,1980-01-16 01:00:00,3.84375,11.4609375,38.0390625,0.11,-0.208
3,2,1980-01-16 02:00:00,3.9140625,11.75,40.1796875,-0.14,-0.451
3,2,1980-01-16 03:00:00,3.90625,11.875,41.4375,-0.374,-0.673
3,2,1980-01-16 04:00:00,3.8203125,11.9375,41.734375,-0.493,-0.791
3,2,1980-01-16 05:00:00,3.7109375,11.96875,41.5859375,-0.502,-0.764
3,2,1980-01-16 06:00:00,3.59375,12.0,41.359375,-0.374,-0.617
3,2,1980-01-16 07:00:00,3.4921875,12.0078125,41.203125,-0.06,-0.379
3,2,1980-01-16 08:00:00,3.40625,12.046875,41.2578125,0.263,-0.075
3,2,1980-01-16 09:00:00,3.3359375,12.078125,41.6484375,0.473,0.221
3,2,1980-01-16 10:00:00,3.2890625,12.15625,42.4296875,0.656,0.413
3,2,1980-01-16 11:00:00,3.2578125,12.265625,43.4609375,0.833,0.462
3,2,1980-01-16 12:00:00,3.234375,12.4296875,44.703125,0.757,0.379
3,2,1980-01-16 13:00:00,3.2109375,12.6328125,45.796875,0.583,0.181
3,2,1980-01-16 14:00:00,3.1953125,12.796875,46.796875,0.278,-0.107
3,2,1980-01-16 15:00:00,3.1796875,12.90625,47.703125,-0.027,-0.421
3,2,1980-01-16 16:00:00,3.1640625,13.0078125,48.625,-0.246,-0.671
3,2,1980-01-16 17:00:00,3.15625,13.1015625,49.4921875,-0.405,-0.784
3,2,1980-01-16 18:00:00,3.1484375,13.1796875,50.375,-0.457,-0.753
3,2,1980-01-16 19:00:00,3.1484375,13.2265625,51.1640625,-0.274,-0.607
3,2,1980-01-16 20:00:00,3.15625,13.2734375,51.9453125,-0.088,-0.377
3,2,1980-01-16 21:00:00,3.171875,13.296875,52.6796875,0.147,-0.112
3,2,1980-01-16 22:00:00,3.1875,13.3125,53.453125,0.415,0.096
3,2,1980-01-16 23:00:00,3.2109375,13.328125,54.21875,0.522,0.18
3,2,1980-01-17 00:00:00,3.2421875,13.3515625,55.0,0.446,0.138
3,2,1980-01-17 01:00:00,3.2734375,13.3828125,55.75,0.327,-0.011
3,2,1980-01-17 02:00:00,3.3125,13.4140625,56.4921875,0.004,-0.242
3,2,1980-01-17 03:00:00,3.3515625,13.46875,57.1484375,-0.149,-0.513
3,2,1980-01-17 04:00:00,3.3828125,13.5390625,57.7734375,-0.444,-0.745
3,2,1980-01-17 05:00:00,3.40625,13.609375,58.3125,-0.575,-0.854
3,2,1980-01-17 06:00:00,3.421875,13.7109375,58.828125,-0.551,-0.801
3,2,1980-01-17 07:00:00,3.4296875,13.796875,59.3046875,-0.38,-0.614
3,2,1980-01-17 08:00:00,3.4375,13.9296875,59.78125,-0.143,-0.332
3,2,1980-01-17 09:00:00,3.4375,13.9765625,60.21875,0.269,0.002
3,2,1980-01-17 10:00:00,3.4453125,14.03125,60.671875,0.552,0.307
3,2,1980-01-17 11:00:00,3.4375,14.0390625,61.0625,0.787,0.489
3,2,1980-01-17 12:00:00,3.4375,14.0625,61.4609375,0.83,0.512
3,2,1980-01-17 13:00:00,3.4296875,14.0546875,61.78125,0.65,0.389
3,2,1980-01-17 14:00:00,3.421875,14.03125,62.078125,0.473,0.147
3,2,1980-01-17 15:00:00,3.40625,14.015625,62.2890625,0.123,-0.177
3,2,1980-01-17 16:00:00,3.390625,13.9765625,62.484375,-0.231,-0.512
3,2,1980-01-17 17:00:00,3.3671875,13.9375,62.625,-0.478,-0.762
3,2,1980-01-17 18:00:00,3.34375,13.8671875,62.7578125,-0.612,-0.852
3,2,1980-01-17 19:00:00,3.3203125,13.8359375,62.875,-0.591,-0.782
3,2,1980-01-17 20:00:00,3.3046875,13.828125,63.03125,-0.377,-0.594
3,2,1980-01-17 21:00:00,3.2890625,13.875,63.1953125,-0.057,-0.328
3,2,1980-01-17 22:00:00,3.28125,13.96875,63.40625,0.22,-0.042
3,2,1980-01-17 23:00:00,3.2734375,14.0625,63.6171875,0.437,0.167
3,2,1980-01-18 00:00:00,3.28125,14.1484375,63.8515625,0.583,0.235
3,2,1980-01-18 01:00:00,3.28125,14.2265625,64.0703125,0.519,0.164
3,2,1980-01-18 02:00:00,3.28125,14.2578125,64.28125,0.229,-0.019
3,2,1980-01-18 03:00:00,3.2734375,14.2734375,64.4609375,0.056,-0.281
3,2,1980-01-18 04:00:00,3.265625,14.2578125,64.609375,-0.286,-0.573
3,2,1980-01-18 05:00:00,3.25,14.2421875,64.7421875,-0.539,-0.81
3,2,1980-01-18 06:00:00,3.2265625,14.21875,64.8828125,-0.624,-0.9
3,2,1980-01-18 07:00:00,3.203125,14.2109375,65.0234375,-0.572,-0.812
3,2,1980-01-18 08:00:00,3.1875,14.1875,65.1875,-0.377,-0.589
3,2,1980-01-18 09:00:00,3.1640625,14.1796875,65.34375,-0.106,-0.279
3,2,1980-01-18 10:00:00,3.1328125,14.1640625,65.5078125,0.254,0.074
3,2,1980-01-18 11:00:00,3.109375,14.15625,65.6484375,0.598,0.378
3,2,1980-01-18 12:00:00,3.0859375,14.1328125,65.7734375,0.741,0.539
3,2,1980-01-18 13:00:00,3.0546875,14.1171875,65.8671875,0.86,0.527
3,2,1980-01-18 14:00:00,3.0234375,14.078125,65.953125,0.674,0.366
3,2,1980-01-18 15:00:00,2.9921875,14.0390625,66.0,0.385,0.089
3,2,1980-01-18 16:00:00,2.953125,13.984375,66.0546875,0.031,-0.261
3,2,1980-01-18 17:00:00,2.9140625,13.8671875,66.078125,-0.341,-0.607
3,2,1980-01-18 18:00:00,2.8671875,13.71875,66.1171875,-0.572,-0.84
3,2,1980-01-18 19:00:00,2.8203125,13.6015625,66.1328125,-0.636,-0.891
3,2,1980-01-18 20:00:00,2.765625,13.4921875,66.1796875,-0.551,-0.781
3,2,1980-01-18 21:00:00,2.7109375,13.3984375,66.21875,-0.307,-0.562
3,2,1980-01-18 22:00:00,2.6484375,13.3203125,66.28125,0.04,-0.269
3,2,1980-01-18 23:00:00,2.5859375,13.25,66.3359375,0.363,0.03
3,2,1980-01-19 00:00:00,2.53125,13.1953125,66.40625,0.522,0.231
3,2,1980-01-19 01:00:00,2.46875,13.140625,66.4765625,0.583,0.275
3,2,1980-01-19 02:00:00,2.40625,13.1015625,66.546875,0.461,0.176
3,2,1980-01-19 03:00:00,2.3515625,13.0625,66.609375,0.26,-0.033
3,2,1980-01-19 04:00:00,2.2890625,13.0234375,66.6796875,-0.103,-0.32
3,2,1980-01-19 05:00:00,2.234375,12.9765625,66.7265625,-0.453,-0.626
3,2,1980-01-19 06:00:00,2.203125,12.9140625,66.5703125,-0.6,-0.854
3,2,1980-01-19 07:00:00,2.15625,12.8203125,66.1640625,-0.658,-0.912
4,3,1980-02-01 01:00:00,2.1796875,6.7734375,6.75,0.223,0.149
4,3,1980-02-01 02:00:00,2.1953125,6.8828125,6.265625,0.11,0.013
4,3,1980-02-01 03:00:00,2.1953125,7.0078125,5.84375,-0.06,-0.213
4,3,1980-02-01 04:00:00,2.1875,7.1328125,5.359375,-0.301,-0.472
4,3,1980-02-01 05:00:00,2.1796875,7.2109375,4.890625,-0.508,-0.676
4,3,1980-02-01 06:00:00,2.1640625,7.265625,4.4609375,-0.597,-0.765
4,3,1980-02-01 07:00:00,2.15625,7.3046875,4.0859375,-0.545,-0.729
4,3,1980-02-01 08:00:00,2.1484375,7.3203125,3.7890625,-0.392,-0.58
4,3,1980-02-01 09:00:00,2.140625,7.34375,3.6328125,-0.167,-0.33
4,3,1980-02-01 10:00:00,2.140625,7.359375,3.578125,0.144,-0.035
4,3,1980-02-01 11:00:00,2.1328125,7.3828125,3.6015625,0.424,0.21
4,3,1980-02-01 12:00:00,2.125,7.4140625,3.6953125,0.562,0.342
4,3,1980-02-01 13:00:00,2.1328125,7.4375,3.6484375,0.595,0.351
4,3,1980-02-01 14:00:00,2.1328125,7.453125,3.53125,0.461,0.241
4,3,1980-02-01 15:00:00,2.1484375,7.4765625,3.4375,0.263,0.024
4,3,1980-02-01 16:00:00,2.15625,7.4921875,3.328125,-0.018,-0.26
4,3,1980-02-01 17:00:00,2.1640625,7.5234375,3.25,-0.319,-0.532
4,3,1980-02-01 18:00:00,2.1796875,7.5546875,3.1171875,-0.533,-0.707
4,3,1980-02-01 19:00:00,2.1953125,7.5859375,2.984375,-0.585,-0.756
4,3,1980-02-01 20:00:00,2.2109375,7.6171875,2.7734375,-0.533,-0.692
4,3,1980-02-01 21:00:00,2.2265625,7.65625,2.5859375,-0.371,-0.522
4,3,1980-02-01 22:00:00,2.25,7.6953125,2.296875,-0.115,-0.269
4,3,1980-02-01 23:00:00,2.2734375,7.7578125,1.9765625,0.132,-0.019
4,3,1980-02-02 00:00:00,2.2890625,7.8203125,1.6640625,0.287,0.143
4,3,1980-02-02 01:00:00,2.3046875,7.890625,1.6640625,0.299,0.188
4,3,1980-02-02 02:00:00,2.296875,7.9140625,1.6796875,0.232,0.122
4,3,1980-02-02 03:00:00,2.296875,7.9375,1.7109375,0.123,-0.045
4,3,1980-02-02 04:00:00,2.28125,7.9609375,1.703125,-0.115,-0.288
4,3,1980-02-02 05:00:00,2.2734375,7.984375,1.765625,-0.353,-0.54
4,3,1980-02-02 06:00:00,2.2578125,8.0,1.7890625,-0.591,-0.71
4,3,1980-02-02 07:00:00,2.25,8.015625,1.9375,-0.621,-0.747
4,3,1980-02-02 08:00:00,2.25,8.015625,2.21875,-0.466,-0.667
4,3,1980-02-02 09:00:00,2.2421875,8.0234375,2.625,-0.316,-0.491
4,3,1980-02-02 10:00:00,2.2421875,8.015625,2.9921875,-0.079,-0.231
4,3,1980-02-02 11:00:00,2.2421875,8.0234375,3.4296875,0.22,0.051
4,3,1980-02-02 12:00:00,2.234375,8.0078125,3.828125,0.43,0.259
4,3,1980-02-02 13:00:00,2.234375,8.015625,4.125,0.491,0.339
4,3,1980-02-02 14:00:00,2.2109375,8.0078125,4.1953125,0.409,0.297
4,3,1980-02-02 15:00:00,2.1953125,8.015625,4.21875,0.318,0.147
4,3,1980-02-02 16:00:00,2.171875,8.0078125,4.125,0.028,-0.094
4,3,1980-02-02 17:00:00,2.1484375,8.0,4.0078125,-0.24,-0.38
5,4,1980-02-06 23:00:00,2.21875,6.53125,44.9609375,-0.347,-0.591
5,4,1980-02-07 00:00:00,2.265625,6.7265625,40.5703125,-0.2,-0.458
5,4,1980-02-07 01:00:00,2.3125,6.8828125,35.6953125,-0.121,-0.282
5,4,1980-02-07 02:00:00,2.4140625,7.1953125,30.3125,0.245,-0.078
5,4,1980-02-07 03:00:00,2.546875,7.3828125,25.7578125,0.467,0.093
5,4,1980-02-07 04:00:00,2.6796875,7.6953125,22.65625,0.476,0.159
5,4,1980-02-07 05:00:00,2.7890625,8.046875,20.1640625,0.421,0.113
5,4,1980-02-07 06:00:00,2.8671875,8.2578125,17.2734375,0.339,-0.007
5,4,1980-02-07 07:00:00,2.9140625,8.578125,15.171875,0.19,-0.166
5,4,1980-02-07 08:00:00,2.921875,8.8046875,13.9375,-0.024,-0.342
5,4,1980-02-07 09:00:00,2.8984375,8.9296875,12.546875,-0.185,-0.498
5,4,1980-02-07 10:00:00,2.84375,9.0078125,10.8203125,-0.258,-0.576
5,4,1980-02-07 11:00:00,2.7890625,9.0859375,9.3046875,-0.249,-0.545
5,4,1980-02-07 12:00:00,2.734375,9.1953125,8.5703125,-0.161,-0.439
5,4,1980-02-07 13:00:00,2.7109375,9.375,8.59375,-0.063,-0.295
5,4,1980-02-07 14:00:00,2.703125,9.6328125,9.125,0.126,-0.123
5,4,1980-02-07 15:00:00,2.71875,9.8984375,10.1796875,0.312,0.039
5,4,1980-02-07 16:00:00,2.734375,10.5625,11.6328125,0.357,0.118
5,4,1980-02-07 17:00:00,2.7421875,10.7265625,13.5390625,0.366,0.08
5,4,1980-02-07 18:00:00,2.765625,10.8359375,15.375,0.269,-0.036
5,4,1980-02-07 19:00:00,2.78125,10.9140625,17.453125,0.113,-0.187
5,4,1980-02-07 20:00:00,2.78125,11.0078125,19.8515625,-0.094,-0.356
5,4,1980-02-07 21:00:00,2.7890625,11.140625,22.6015625,-0.264,-0.519
5,4,1980-02-07 22:00:00,2.8125,11.5,25.828125,-0.392,-0.626
5,4,1980-02-07 23:00:00,2.8359375,11.8203125,29.09375,-0.396,-0.626
5,4,1980-02-08 00:00:00,2.8515625,11.9453125,31.7265625,-0.307,-0.532
5,4,1980-02-08 01:00:00,2.859375,12.0,33.375,-0.179,-0.389
5,4,1980-02-08 02:00:00,2.8671875,12.03125,34.1796875,-0.018,-0.212
5,4,1980-02-08 03:00:00,2.8828125,12.0703125,34.828125,0.281,-0.018
5,4,1980-02-08 04:00:00,2.8984375,12.125,35.4296875,0.351,0.124
5,4,1980-02-08 05:00:00,2.921875,12.1796875,35.96875,0.443,0.153
5,4,1980-02-08 06:00:00,2.953125,12.2421875,36.515625,0.452,0.086
5,4,1980-02-08 07:00:00,2.9765625,12.328125,37.328125,0.199,-0.034
5,4,1980-02-08 08:00:00,2.9921875,12.4140625,38.3984375,0.217,-0.184
5,4,1980-02-08 09:00:00,2.9921875,12.515625,39.328125,-0.002,-0.353
5,4,1980-02-08 10:00:00,2.984375,12.6484375,40.0703125,-0.28,-0.497
5,4,1980-02-08 11:00:00,2.9609375,12.7265625,40.6953125,-0.426,-0.554
5,4,1980-02-08 12:00:00,2.9296875,12.7890625,41.203125,-0.377,-0.509
5,4,1980-02-08 13:00:00,2.8984375,12.8046875,41.6171875,-0.31,-0.404
5,4,1980-02-08 14:00:00,2.8515625,12.8203125,41.875,-0.167,-0.268
5,4,1980-02-08 15:00:00,2.8125,12.8046875,42.046875,-0.015,-0.108
5,4,1980-02-08 16:00:00,2.765625,12.796875,42.15625,0.15,0.028
5,4,1980-02-08 17:00:00,2.7265625,12.7421875,42.3046875,0.162,0.07
5,4,1980-02-08 18:00:00,2.6796875,12.6953125,42.390625,0.053,0.011
5,4,1980-02-08 19:00:00,2.6328125,12.578125,42.6015625,-0.069,-0.102
5,4,1980-02-08 20:00:00,2.578125,12.5,42.9453125,-0.164,-0.24
5,4,1980-02-08 21:00:00,2.5234375,12.421875,43.4453125,-0.365,-0.397
5,4,1980-02-08 22:00:00,2.4765625,12.3828125,44.046875,-0.505,-0.545
5,4,1980-02-08 23:00:00,2.4296875,12.359375,44.78125,-0.563,-0.624
5,4,1980-02-09 00:00:00,2.390625,12.359375,45.6171875,-0.575,-0.597
5,4,1980-02-09 01:00:00,2.3515625,12.3828125,46.4765625,-0.484,-0.488
5,4,1980-02-09 02:00:00,2.3203125,12.4140625,47.4140625,-0.341,-0.338
5,4,1980-02-09 03:00:00,2.2890625,12.5,48.296875,-0.091,-0.155
5,4,1980-02-09 04:00:00,2.2578125,12.59375,49.21875,0.153,0.03
5,4,1980-02-09 05:00:00,2.2265625,12.75,50.078125,0.238,0.145
5,4,1980-02-09 06:00:00,2.203125,12.84375,50.96875,0.208,0.153
